Order ID,Customer ID,Customer Name,Segment,Order Date,Ship Date,Ship Mode,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
IN-106109,CU-0748,Customer_CU-0748,Home Office,2023-07-22,2023-07-26,First Class,Jharkhand,East,Furniture,Furnishings,184.68,3,0.3,12.78
IN-106110,CU-0356,Customer_CU-0356,Home Office,2022-12-24,2022-12-29,Second Class,Rajasthan,North,Furniture,Furnishings,759.58,1,0.2,109.61
IN-106111,CU-0038,Customer_CU-0038,Consumer,2023-08-28,2023-09-04,First Class,Punjab,North,Technology,Phones,212.99,1,0.0,60.43
IN-106112,CU-0514,Customer_CU-0514,Consumer,2022-02-23,2022-03-03,Standard Class,Haryana,North,Furniture,Chairs,485.16,2,0.0,192.43
IN-106113,CU-0182,Customer_CU-0182,Corporate,2022-05-08,2022-05-12,Second Class,Tamil Nadu,South,Furniture,Bookcases,164.29,5,0.3,47.86
IN-106114,CU-0785,Customer_CU-0785,Corporate,2023-04-06,2023-04-09,First Class,Rajasthan,North,Office Supplies,Labels,74.72,5,0.1,12.91
IN-106115,CU-0453,Customer_CU-0453,Corporate,2021-04-22,2021-04-25,Second Class,Rajasthan,North,Technology,Phones,262.98,3,0.0,84.35
IN-106116,CU-0228,Customer_CU-0228,Consumer,2023-08-06,2023-08-09,Standard Class,Madhya Pradesh,Central,Office Supplies,Art,188.69,1,0.1,64.31
IN-106117,CU-0190,Customer_CU-0190,Consumer,2021-02-05,2021-02-09,Second Class,Kerala,South,Furniture,Tables,169.09,1,0.0,73.62
IN-106118,CU-0645,Customer_CU-0645,Corporate,2022-05-16,2022-05-24,First Class,Assam,East,Technology,Accessories,1093.09,3,0.1,166.76
IN-106119,CU-0098,Customer_CU-0098,Corporate,2021-10-18,2021-10-21,First Class,West Bengal,East,Furniture,Bookcases,250.82,4,0.3,18.22
IN-106120,CU-0591,Customer_CU-0591,Consumer,2021-05-04,2021-05-06,Standard Class,Kerala,South,Technology,Machines,600.03,3,0.0,114.56
IN-106121,CU-0711,Customer_CU-0711,Home Office,2021-06-13,2021-06-15,Standard Class,Delhi,North,Office Supplies,Paper,102.82,4,0.0,45.4
IN-106122,CU-0117,Customer_CU-0117,Consumer,2021-05-10,2021-05-17,First Class,Telangana,South,Technology,Phones,335.08,3,0.0,67.72
IN-106123,CU-0604,Customer_CU-0604,Consumer,2021-12-08,2021-12-16,Standard Class,Karnataka,South,Technology,Machines,803.78,2,0.3,197.32
IN-106124,CU-0111,Customer_CU-0111,Consumer,2023-09-21,2023-09-24,First Class,Uttarakhand,North,Furniture,Furnishings,1123.57,6,0.2,297.44
IN-106125,CU-0507,Customer_CU-0507,Home Office,2021-07-10,2021-07-12,Standard Class,Telangana,South,Technology,Phones,330.21,2,0.0,110.81
IN-106126,CU-0611,Customer_CU-0611,Consumer,2022-10-14,2022-10-20,Standard Class,Chhattisgarh,Central,Furniture,Chairs,843.41,6,0.1,279.83
IN-106127,CU-0633,Customer_CU-0633,Consumer,2021-05-14,2021-05-21,Second Class,Uttar Pradesh,North,Technology,Machines,2561.35,2,0.3,195.91
IN-106128,CU-0496,Customer_CU-0496,Home Office,2021-04-25,2021-04-29,First Class,Telangana,South,Furniture,Tables,171.93,4,0.1,68.08
IN-106129,CU-0378,Customer_CU-0378,Corporate,2022-01-31,2022-02-04,Second Class,Punjab,North,Technology,Accessories,179.55,1,0.3,39.31
IN-106130,CU-0454,Customer_CU-0454,Home Office,2023-12-17,2023-12-25,Same Day,Tamil Nadu,South,Office Supplies,Supplies,118.13,2,0.0,40.01
IN-106131,CU-0035,Customer_CU-0035,Corporate,2023-07-14,2023-07-18,Standard Class,Gujarat,West,Technology,Copiers,406.4,1,0.3,65.61
IN-106132,CU-0148,Customer_CU-0148,Consumer,2022-08-07,2022-08-10,Standard Class,Maharashtra,West,Furniture,Tables,1472.74,3,0.1,182.17
IN-106133,CU-0120,Customer_CU-0120,Corporate,2023-10-23,2023-10-25,Standard Class,Jharkhand,East,Office Supplies,Paper,92.88,6,0.0,21.7
IN-106134,CU-0538,Customer_CU-0538,Consumer,2023-05-29,2023-06-03,Standard Class,Uttar Pradesh,North,Furniture,Bookcases,173.86,2,0.0,53.91
IN-106135,CU-0790,Customer_CU-0790,Corporate,2021-07-23,2021-07-27,Standard Class,Chhattisgarh,Central,Technology,Accessories,236.88,3,0.0,77.41
IN-106136,CU-0239,Customer_CU-0239,Corporate,2022-03-20,2022-03-25,First Class,Chhattisgarh,Central,Technology,Phones,1773.86,3,0.3,254.21
IN-106137,CU-0164,Customer_CU-0164,Consumer,2022-01-22,2022-01-26,First Class,Tamil Nadu,South,Office Supplies,Appliances,53.84,1,0.0,18.78
IN-106138,CU-0402,Customer_CU-0402,Home Office,2023-08-05,2023-08-10,Standard Class,Tamil Nadu,South,Office Supplies,Paper,93.64,3,0.0,27.15
IN-106139,CU-0456,Customer_CU-0456,Consumer,2021-02-17,2021-02-19,Standard Class,Delhi,North,Furniture,Chairs,709.56,5,0.0,113.22
IN-106140,CU-0248,Customer_CU-0248,Consumer,2021-05-19,2021-05-26,Standard Class,Uttarakhand,North,Office Supplies,Paper,58.22,2,0.2,8.75
IN-106141,CU-0006,Customer_CU-0006,Consumer,2021-04-30,2021-05-05,Second Class,Gujarat,West,Technology,Copiers,638.21,1,0.2,117.26
IN-106142,CU-0343,Customer_CU-0343,Consumer,2023-04-30,2023-05-08,Standard Class,Maharashtra,West,Office Supplies,Envelopes,88.68,2,0.1,14.97
IN-106143,CU-0769,Customer_CU-0769,Consumer,2021-01-04,2021-01-08,Standard Class,Rajasthan,North,Office Supplies,Labels,166.5,3,0.2,21.26
IN-106144,CU-0275,Customer_CU-0275,Corporate,2023-07-22,2023-07-25,Standard Class,Andhra Pradesh,South,Office Supplies,Supplies,153.19,1,0.0,38.65
IN-106145,CU-0235,Customer_CU-0235,Consumer,2021-09-05,2021-09-09,Standard Class,Bihar,East,Office Supplies,Storage,73.84,6,0.1,26.51
IN-106146,CU-0128,Customer_CU-0128,Corporate,2021-03-07,2021-03-12,Standard Class,Uttar Pradesh,North,Furniture,Bookcases,347.55,1,0.3,83.97
IN-106147,CU-0255,Customer_CU-0255,Corporate,2023-12-16,2023-12-25,Standard Class,Maharashtra,West,Technology,Copiers,475.99,4,0.0,160.97
IN-106148,CU-0485,Customer_CU-0485,Corporate,2023-07-11,2023-07-20,Standard Class,Andhra Pradesh,South,Office Supplies,Appliances,23.81,2,0.2,7.47
IN-106149,CU-0149,Customer_CU-0149,Corporate,2021-07-22,2021-07-26,Standard Class,Maharashtra,West,Office Supplies,Labels,113.5,1,0.1,26.51
IN-106150,CU-0676,Customer_CU-0676,Home Office,2021-04-24,2021-04-26,Standard Class,Delhi,North,Furniture,Tables,1500.8,2,0.4,11.81
IN-106151,CU-0460,Customer_CU-0460,Consumer,2023-05-22,2023-05-28,First Class,Bihar,East,Office Supplies,Envelopes,40.64,3,0.0,12.65
IN-106152,CU-0659,Customer_CU-0659,Consumer,2021-10-16,2021-10-20,First Class,Uttarakhand,North,Furniture,Furnishings,177.96,6,0.1,48.56
IN-106153,CU-0081,Customer_CU-0081,Corporate,2022-06-19,2022-06-24,Second Class,Delhi,North,Furniture,Tables,164.58,1,0.2,52.25
IN-106154,CU-0790,Customer_CU-0790,Corporate,2023-10-08,2023-10-13,Standard Class,Kerala,South,Furniture,Tables,589.74,3,0.3,164.37
IN-106155,CU-0246,Customer_CU-0246,Corporate,2023-04-20,2023-04-24,First Class,Haryana,North,Furniture,Furnishings,472.85,1,0.1,50.5
IN-106156,CU-0462,Customer_CU-0462,Corporate,2023-08-12,2023-08-19,Second Class,Tamil Nadu,South,Furniture,Furnishings,290.96,1,0.2,62.5
IN-106157,CU-0430,Customer_CU-0430,Corporate,2022-12-06,2022-12-11,First Class,Uttarakhand,North,Office Supplies,Binders,39.4,6,0.0,9.81
IN-106158,CU-0535,Customer_CU-0535,Home Office,2022-06-29,2022-07-08,First Class,Andhra Pradesh,South,Office Supplies,Binders,97.82,1,0.3,21.33
IN-106159,CU-0699,Customer_CU-0699,Home Office,2022-11-17,2022-11-23,Standard Class,Karnataka,South,Technology,Phones,162.69,2,0.1,42.99
IN-106160,CU-0063,Customer_CU-0063,Consumer,2022-05-21,2022-05-25,Standard Class,West Bengal,East,Office Supplies,Labels,102.42,2,0.2,20.25
IN-106161,CU-0126,Customer_CU-0126,Consumer,2021-01-20,2021-01-25,Standard Class,Jharkhand,East,Office Supplies,Binders,197.23,5,0.2,45.79
IN-106162,CU-0093,Customer_CU-0093,Corporate,2021-09-28,2021-10-07,Standard Class,Assam,East,Office Supplies,Art,29.19,1,0.1,6.0
IN-106163,CU-0547,Customer_CU-0547,Consumer,2022-03-25,2022-03-29,Second Class,Bihar,East,Office Supplies,Paper,22.66,1,0.1,6.47
IN-106164,CU-0791,Customer_CU-0791,Consumer,2023-05-27,2023-05-30,First Class,Tamil Nadu,South,Technology,Accessories,2755.89,4,0.3,71.12
IN-106165,CU-0447,Customer_CU-0447,Home Office,2023-03-11,2023-03-15,First Class,Delhi,North,Furniture,Furnishings,202.47,1,0.2,46.42
IN-106166,CU-0221,Customer_CU-0221,Consumer,2023-01-02,2023-01-09,Second Class,Karnataka,South,Technology,Machines,1848.91,4,0.0,479.05
IN-106167,CU-0166,Customer_CU-0166,Home Office,2023-06-26,2023-06-30,Standard Class,Haryana,North,Technology,Accessories,579.06,7,0.0,188.48
IN-106168,CU-0761,Customer_CU-0761,Consumer,2022-09-06,2022-09-11,First Class,Haryana,North,Office Supplies,Paper,77.81,2,0.1,24.1
IN-106169,CU-0719,Customer_CU-0719,Home Office,2021-10-06,2021-10-09,First Class,Uttarakhand,North,Furniture,Chairs,469.06,2,0.0,129.09
IN-106170,CU-0087,Customer_CU-0087,Consumer,2021-04-08,2021-04-11,Standard Class,Chhattisgarh,Central,Office Supplies,Art,40.63,1,0.1,10.33
IN-106171,CU-0295,Customer_CU-0295,Consumer,2021-06-07,2021-06-10,First Class,Uttar Pradesh,North,Technology,Phones,749.38,4,0.0,244.44
IN-106172,CU-0118,Customer_CU-0118,Corporate,2021-10-16,2021-10-21,Standard Class,Bihar,East,Furniture,Furnishings,243.42,1,0.1,75.72
IN-106173,CU-0412,Customer_CU-0412,Consumer,2022-11-08,2022-11-17,Standard Class,Chhattisgarh,Central,Technology,Machines,202.67,1,0.2,44.48
IN-106174,CU-0294,Customer_CU-0294,Home Office,2021-03-28,2021-04-01,Standard Class,Jharkhand,East,Office Supplies,Art,121.96,2,0.0,36.59
IN-106175,CU-0012,Customer_CU-0012,Corporate,2022-07-11,2022-07-15,Standard Class,West Bengal,East,Office Supplies,Supplies,71.02,4,0.1,23.87
IN-106176,CU-0170,Customer_CU-0170,Corporate,2022-09-28,2022-10-01,First Class,Kerala,South,Office Supplies,Envelopes,78.15,1,0.3,6.48
IN-106177,CU-0252,Customer_CU-0252,Consumer,2021-04-12,2021-04-14,Standard Class,Punjab,North,Furniture,Chairs,125.45,2,0.2,23.71
IN-106178,CU-0565,Customer_CU-0565,Consumer,2023-08-29,2023-09-03,Standard Class,Kerala,South,Technology,Copiers,2785.72,3,0.0,467.8
IN-106179,CU-0318,Customer_CU-0318,Consumer,2023-09-11,2023-09-17,Second Class,Madhya Pradesh,Central,Technology,Phones,1464.17,1,0.1,453.62
IN-106180,CU-0463,Customer_CU-0463,Corporate,2023-11-17,2023-11-20,Standard Class,Delhi,North,Technology,Machines,1584.05,1,0.0,461.44
IN-106181,CU-0779,Customer_CU-0779,Corporate,2021-04-04,2021-04-10,Standard Class,Haryana,North,Technology,Phones,505.27,1,0.1,120.27
IN-106182,CU-0255,Customer_CU-0255,Corporate,2023-03-23,2023-03-26,Standard Class,Rajasthan,North,Furniture,Furnishings,82.82,3,0.0,28.02
IN-106183,CU-0488,Customer_CU-0488,Home Office,2022-09-21,2022-09-23,Second Class,Telangana,South,Technology,Copiers,3856.93,7,0.1,416.76
IN-106184,CU-0461,Customer_CU-0461,Consumer,2022-12-13,2022-12-22,Standard Class,Maharashtra,West,Technology,Phones,629.55,1,0.0,214.15
IN-106185,CU-0534,Customer_CU-0534,Corporate,2021-08-24,2021-08-28,Same Day,Bihar,East,Furniture,Furnishings,181.45,3,0.0,35.96
IN-106186,CU-0752,Customer_CU-0752,Corporate,2023-10-11,2023-10-16,Second Class,Chhattisgarh,Central,Furniture,Tables,461.02,1,0.0,190.26
IN-106187,CU-0745,Customer_CU-0745,Home Office,2021-06-14,2021-06-20,Standard Class,Karnataka,South,Technology,Machines,1901.52,1,0.0,572.88
IN-106188,CU-0142,Customer_CU-0142,Consumer,2022-06-02,2022-06-05,Standard Class,Punjab,North,Furniture,Furnishings,324.26,5,0.0,75.22
IN-106189,CU-0514,Customer_CU-0514,Consumer,2022-07-26,2022-07-30,Standard Class,Bihar,East,Furniture,Bookcases,918.61,5,0.0,375.23
IN-106190,CU-0185,Customer_CU-0185,Consumer,2022-05-22,2022-05-27,Second Class,Uttar Pradesh,North,Furniture,Bookcases,785.56,4,0.0,264.24
IN-106191,CU-0313,Customer_CU-0313,Corporate,2021-10-06,2021-10-09,Standard Class,Punjab,North,Technology,Machines,252.46,6,0.0,64.34
IN-106192,CU-0528,Customer_CU-0528,Home Office,2022-07-12,2022-07-18,Standard Class,Uttar Pradesh,North,Furniture,Furnishings,192.67,2,0.0,39.72
IN-106193,CU-0614,Customer_CU-0614,Consumer,2021-06-20,2021-06-26,First Class,Telangana,South,Office Supplies,Art,213.1,1,0.2,19.39
IN-106194,CU-0226,Customer_CU-0226,Consumer,2023-06-15,2023-06-24,Second Class,Madhya Pradesh,Central,Technology,Copiers,57.9,2,0.0,17.15
IN-106195,CU-0450,Customer_CU-0450,Consumer,2023-10-01,2023-10-07,Standard Class,Karnataka,South,Office Supplies,Supplies,78.69,3,0.2,8.15
IN-106196,CU-0145,Customer_CU-0145,Consumer,2023-12-29,2024-01-02,Second Class,Madhya Pradesh,Central,Furniture,Bookcases,105.14,3,0.1,17.77
IN-106197,CU-0219,Customer_CU-0219,Consumer,2023-08-07,2023-08-15,Standard Class,Haryana,North,Technology,Accessories,433.16,1,0.1,152.01
IN-106198,CU-0238,Customer_CU-0238,Corporate,2022-02-20,2022-02-25,Standard Class,Odisha,East,Technology,Machines,508.29,5,0.1,73.77
IN-106199,CU-0391,Customer_CU-0391,Corporate,2022-02-06,2022-02-15,Standard Class,Punjab,North,Furniture,Chairs,247.99,5,0.1,90.73
IN-106200,CU-0089,Customer_CU-0089,Consumer,2023-02-14,2023-02-18,Second Class,Karnataka,South,Technology,Copiers,404.63,5,0.0,169.09
IN-106201,CU-0211,Customer_CU-0211,Corporate,2022-04-02,2022-04-10,Standard Class,Madhya Pradesh,Central,Furniture,Tables,137.32,3,0.1,23.11
IN-106202,CU-0198,Customer_CU-0198,Consumer,2022-11-18,2022-11-24,Standard Class,Karnataka,South,Technology,Phones,5232.9,1,0.2,1450.4
IN-106203,CU-0180,Customer_CU-0180,Home Office,2021-10-12,2021-10-14,Standard Class,Gujarat,West,Office Supplies,Art,483.34,2,0.0,75.95
IN-106204,CU-0432,Customer_CU-0432,Home Office,2021-09-16,2021-09-21,Second Class,Jharkhand,East,Furniture,Furnishings,130.37,7,0.1,13.86
IN-106205,CU-0234,Customer_CU-0234,Corporate,2022-04-17,2022-04-19,Standard Class,Uttarakhand,North,Technology,Phones,2762.54,1,0.1,762.61
IN-106206,CU-0083,Customer_CU-0083,Corporate,2023-11-10,2023-11-17,Standard Class,Jharkhand,East,Technology,Copiers,464.28,3,0.3,59.03
IN-106207,CU-0150,Customer_CU-0150,Corporate,2021-06-26,2021-07-05,Standard Class,Chhattisgarh,Central,Furniture,Bookcases,366.26,1,0.2,70.39
IN-106208,CU-0057,Customer_CU-0057,Home Office,2023-06-27,2023-07-01,Second Class,Uttarakhand,North,Furniture,Furnishings,314.0,2,0.0,94.14
IN-106209,CU-0402,Customer_CU-0402,Home Office,2021-06-17,2021-06-24,Second Class,Punjab,North,Office Supplies,Labels,49.71,1,0.2,5.76
IN-106210,CU-0767,Customer_CU-0767,Consumer,2021-05-25,2021-06-01,Standard Class,Punjab,North,Office Supplies,Supplies,218.21,4,0.0,40.32
IN-106211,CU-0610,Customer_CU-0610,Consumer,2023-03-01,2023-03-05,Second Class,Haryana,North,Office Supplies,Appliances,100.82,1,0.2,16.99
IN-106212,CU-0042,Customer_CU-0042,Corporate,2023-08-26,2023-08-31,Standard Class,Karnataka,South,Technology,Phones,433.16,2,0.1,172.8
IN-106213,CU-0274,Customer_CU-0274,Consumer,2021-01-27,2021-02-03,Second Class,Telangana,South,Office Supplies,Supplies,27.82,5,0.2,4.23
IN-106214,CU-0639,Customer_CU-0639,Consumer,2023-07-31,2023-08-03,Second Class,West Bengal,East,Furniture,Bookcases,161.6,3,0.2,30.92
IN-106215,CU-0035,Customer_CU-0035,Corporate,2021-01-17,2021-01-21,Standard Class,Rajasthan,North,Office Supplies,Appliances,20.55,1,0.1,3.08
IN-106216,CU-0176,Customer_CU-0176,Corporate,2021-06-24,2021-06-26,Second Class,Gujarat,West,Office Supplies,Paper,91.01,3,0.2,8.9
IN-106217,CU-0764,Customer_CU-0764,Corporate,2021-05-21,2021-05-24,Same Day,Karnataka,South,Office Supplies,Storage,30.66,1,0.0,10.47
IN-106218,CU-0469,Customer_CU-0469,Consumer,2023-10-01,2023-10-08,Standard Class,Maharashtra,West,Technology,Copiers,523.74,1,0.0,129.77
IN-106219,CU-0745,Customer_CU-0745,Home Office,2023-04-11,2023-04-18,Standard Class,Delhi,North,Technology,Accessories,2282.65,6,0.3,650.25
IN-106220,CU-0795,Customer_CU-0795,Consumer,2022-07-25,2022-07-28,First Class,Kerala,South,Furniture,Furnishings,862.16,2,0.3,196.99
IN-106221,CU-0470,Customer_CU-0470,Corporate,2022-01-01,2022-01-06,Same Day,Bihar,East,Technology,Phones,646.1,1,0.3,36.6
IN-106222,CU-0799,Customer_CU-0799,Consumer,2023-02-02,2023-02-04,First Class,Telangana,South,Office Supplies,Appliances,83.23,2,0.2,6.15
IN-106223,CU-0764,Customer_CU-0764,Corporate,2022-08-10,2022-08-16,Standard Class,Maharashtra,West,Furniture,Furnishings,1486.08,1,0.3,413.05
IN-106224,CU-0268,Customer_CU-0268,Consumer,2023-02-25,2023-02-28,Standard Class,West Bengal,East,Furniture,Furnishings,501.0,5,0.1,177.55
IN-106225,CU-0105,Customer_CU-0105,Consumer,2023-12-23,2023-12-26,Standard Class,Odisha,East,Furniture,Chairs,254.11,1,0.3,68.44
IN-106226,CU-0345,Customer_CU-0345,Consumer,2021-01-13,2021-01-16,Standard Class,Jharkhand,East,Technology,Copiers,184.3,3,0.1,64.14
IN-106227,CU-0310,Customer_CU-0310,Consumer,2023-12-21,2023-12-25,Standard Class,Gujarat,West,Furniture,Bookcases,452.64,1,0.2,127.5
IN-106228,CU-0449,Customer_CU-0449,Corporate,2021-06-05,2021-06-07,Standard Class,Gujarat,West,Technology,Machines,1403.03,2,0.0,629.1
IN-106229,CU-0177,Customer_CU-0177,Consumer,2023-07-15,2023-07-19,Standard Class,Delhi,North,Office Supplies,Fasteners,50.98,7,0.1,18.08
IN-106230,CU-0028,Customer_CU-0028,Consumer,2021-09-13,2021-09-15,Same Day,Uttarakhand,North,Technology,Accessories,864.44,3,0.1,213.01
IN-106231,CU-0402,Customer_CU-0402,Home Office,2022-05-25,2022-05-31,First Class,Andhra Pradesh,South,Technology,Copiers,479.52,1,0.0,79.57
IN-106232,CU-0731,Customer_CU-0731,Home Office,2023-09-01,2023-09-05,Same Day,Delhi,North,Office Supplies,Envelopes,76.28,4,0.1,28.16
IN-106233,CU-0436,Customer_CU-0436,Consumer,2023-05-25,2023-05-28,Standard Class,Punjab,North,Technology,Copiers,70.88,2,0.3,0.32
IN-106234,CU-0164,Customer_CU-0164,Consumer,2022-09-11,2022-09-17,Standard Class,Haryana,North,Office Supplies,Art,73.73,3,0.0,18.19
IN-106235,CU-0298,Customer_CU-0298,Consumer,2023-08-27,2023-09-03,Standard Class,Haryana,North,Technology,Machines,1591.5,7,0.1,277.3
IN-106236,CU-0503,Customer_CU-0503,Corporate,2022-10-04,2022-10-09,Standard Class,Telangana,South,Furniture,Bookcases,199.31,7,0.3,19.85
IN-106237,CU-0295,Customer_CU-0295,Consumer,2023-03-03,2023-03-08,Second Class,Assam,East,Technology,Accessories,697.34,3,0.0,212.33
IN-106238,CU-0487,Customer_CU-0487,Consumer,2023-05-10,2023-05-16,First Class,Rajasthan,North,Furniture,Bookcases,180.41,1,0.0,54.53
IN-106239,CU-0051,Customer_CU-0051,Consumer,2021-10-03,2021-10-07,Second Class,Chhattisgarh,Central,Technology,Copiers,920.02,4,0.1,123.1
IN-106240,CU-0095,Customer_CU-0095,Consumer,2022-01-29,2022-01-31,Standard Class,Karnataka,South,Furniture,Tables,277.77,3,0.4,28.96
IN-106241,CU-0347,Customer_CU-0347,Consumer,2021-09-24,2021-10-02,Standard Class,Rajasthan,North,Technology,Accessories,285.63,1,0.0,81.98
IN-106242,CU-0292,Customer_CU-0292,Corporate,2021-01-21,2021-01-29,Standard Class,Bihar,East,Technology,Accessories,2206.79,2,0.0,911.34
IN-106243,CU-0627,Customer_CU-0627,Consumer,2022-07-19,2022-07-25,Standard Class,Punjab,North,Furniture,Furnishings,694.47,1,0.1,125.62
IN-106244,CU-0257,Customer_CU-0257,Consumer,2021-03-09,2021-03-15,First Class,Kerala,South,Office Supplies,Fasteners,52.23,1,0.0,18.05
IN-106245,CU-0569,Customer_CU-0569,Consumer,2023-09-03,2023-09-10,Standard Class,Andhra Pradesh,South,Technology,Phones,1041.08,4,0.0,265.4
IN-106246,CU-0417,Customer_CU-0417,Corporate,2023-07-11,2023-07-15,Standard Class,Karnataka,South,Office Supplies,Paper,146.01,2,0.2,50.83
IN-106247,CU-0332,Customer_CU-0332,Consumer,2022-02-25,2022-03-04,Standard Class,Punjab,North,Office Supplies,Paper,160.46,5,0.0,62.24
IN-106248,CU-0133,Customer_CU-0133,Corporate,2022-09-01,2022-09-09,Standard Class,Haryana,North,Furniture,Tables,85.17,1,0.0,28.29
IN-106249,CU-0445,Customer_CU-0445,Consumer,2021-03-21,2021-03-26,Standard Class,Uttar Pradesh,North,Furniture,Furnishings,738.99,2,0.1,95.98
IN-106250,CU-0243,Customer_CU-0243,Consumer,2023-06-25,2023-06-29,Standard Class,Andhra Pradesh,South,Technology,Phones,398.33,1,0.2,62.46
IN-106251,CU-0633,Customer_CU-0633,Consumer,2021-05-13,2021-05-18,Standard Class,Andhra Pradesh,South,Technology,Accessories,482.01,1,0.0,114.29
IN-106252,CU-0345,Customer_CU-0345,Consumer,2021-03-31,2021-04-03,First Class,Uttarakhand,North,Office Supplies,Paper,966.9,2,0.1,131.03
IN-106253,CU-0649,Customer_CU-0649,Consumer,2022-11-14,2022-11-18,Standard Class,Uttarakhand,North,Technology,Phones,872.78,7,0.3,73.56
IN-106254,CU-0081,Customer_CU-0081,Corporate,2021-03-20,2021-03-24,Standard Class,Haryana,North,Furniture,Tables,242.49,3,0.0,108.16
IN-106255,CU-0276,Customer_CU-0276,Corporate,2023-05-03,2023-05-08,Standard Class,West Bengal,East,Furniture,Tables,56.59,2,0.0,22.06
IN-106256,CU-0280,Customer_CU-0280,Home Office,2022-03-26,2022-03-29,Standard Class,Andhra Pradesh,South,Office Supplies,Fasteners,314.44,4,0.0,64.67
IN-106257,CU-0478,Customer_CU-0478,Corporate,2023-05-02,2023-05-10,Standard Class,Assam,East,Technology,Accessories,198.21,7,0.0,82.45
IN-106258,CU-0030,Customer_CU-0030,Home Office,2022-09-10,2022-09-16,Same Day,Chhattisgarh,Central,Furniture,Furnishings,148.01,3,0.0,62.36
IN-106259,CU-0544,Customer_CU-0544,Corporate,2023-05-18,2023-05-20,Second Class,Delhi,North,Office Supplies,Supplies,66.81,1,0.0,21.25
IN-106260,CU-0338,Customer_CU-0338,Corporate,2021-12-06,2021-12-15,Standard Class,Tamil Nadu,South,Technology,Copiers,2379.8,2,0.0,1034.2
IN-106261,CU-0773,Customer_CU-0773,Corporate,2021-03-09,2021-03-18,First Class,Rajasthan,North,Furniture,Chairs,613.14,3,0.3,58.97
IN-106262,CU-0408,Customer_CU-0408,Consumer,2023-05-14,2023-05-18,Standard Class,Maharashtra,West,Office Supplies,Paper,78.1,2,0.1,15.08
IN-106263,CU-0433,Customer_CU-0433,Home Office,2021-05-23,2021-05-26,Standard Class,Gujarat,West,Technology,Copiers,877.84,2,0.0,132.31
IN-106264,CU-0156,Customer_CU-0156,Corporate,2021-10-05,2021-10-10,Standard Class,Rajasthan,North,Office Supplies,Labels,52.44,4,0.0,21.88
IN-106265,CU-0541,Customer_CU-0541,Consumer,2023-12-13,2023-12-21,Standard Class,Bihar,East,Office Supplies,Appliances,102.07,2,0.0,27.99
IN-106266,CU-0044,Customer_CU-0044,Corporate,2021-05-31,2021-06-05,Same Day,Andhra Pradesh,South,Office Supplies,Labels,96.16,5,0.0,32.42
IN-106267,CU-0625,Customer_CU-0625,Home Office,2021-10-02,2021-10-10,Same Day,Uttarakhand,North,Technology,Accessories,1590.64,1,0.0,667.21
IN-106268,CU-0385,Customer_CU-0385,Consumer,2021-03-25,2021-04-03,First Class,Tamil Nadu,South,Technology,Machines,1588.36,2,0.1,541.96
IN-106269,CU-0346,Customer_CU-0346,Consumer,2022-03-07,2022-03-09,Standard Class,Chhattisgarh,Central,Furniture,Bookcases,490.38,2,0.0,216.63
IN-106270,CU-0068,Customer_CU-0068,Home Office,2021-09-20,2021-09-23,Standard Class,Jharkhand,East,Office Supplies,Binders,64.97,1,0.3,16.3
IN-106271,CU-0646,Customer_CU-0646,Consumer,2022-09-30,2022-10-08,Second Class,Tamil Nadu,South,Furniture,Chairs,597.92,2,0.1,62.88
IN-106272,CU-0018,Customer_CU-0018,Corporate,2021-01-18,2021-01-22,First Class,Assam,East,Office Supplies,Supplies,82.87,1,0.3,0.19
IN-106273,CU-0284,Customer_CU-0284,Consumer,2023-02-15,2023-02-21,First Class,Chhattisgarh,Central,Technology,Accessories,251.21,1,0.0,53.24
IN-106274,CU-0277,Customer_CU-0277,Corporate,2022-12-12,2022-12-19,First Class,Uttarakhand,North,Furniture,Tables,239.22,2,0.2,43.27
IN-106275,CU-0183,Customer_CU-0183,Corporate,2022-02-18,2022-02-20,First Class,Chhattisgarh,Central,Technology,Machines,717.72,7,0.2,194.63
IN-106276,CU-0429,Customer_CU-0429,Consumer,2023-06-24,2023-06-27,First Class,Karnataka,South,Furniture,Tables,684.15,3,0.3,184.44
IN-106277,CU-0795,Customer_CU-0795,Consumer,2022-02-08,2022-02-11,Standard Class,Andhra Pradesh,South,Office Supplies,Art,76.31,1,0.0,31.7
IN-106278,CU-0641,Customer_CU-0641,Corporate,2023-05-01,2023-05-06,First Class,Uttar Pradesh,North,Furniture,Furnishings,125.54,1,0.5,-9.37
IN-106279,CU-0359,Customer_CU-0359,Corporate,2021-03-07,2021-03-12,First Class,Assam,East,Furniture,Chairs,345.64,7,0.4,28.7
IN-106280,CU-0700,Customer_CU-0700,Corporate,2021-04-25,2021-05-01,Standard Class,Madhya Pradesh,Central,Technology,Machines,736.65,6,0.0,115.95
IN-106281,CU-0339,Customer_CU-0339,Consumer,2023-10-07,2023-10-09,Standard Class,Gujarat,West,Furniture,Furnishings,383.24,1,0.3,63.81
IN-106282,CU-0796,Customer_CU-0796,Consumer,2022-06-15,2022-06-22,First Class,Haryana,North,Office Supplies,Storage,206.0,2,0.0,88.15
IN-106283,CU-0282,Customer_CU-0282,Corporate,2021-12-19,2021-12-25,Standard Class,Chhattisgarh,Central,Furniture,Bookcases,746.31,1,0.0,127.71
